NOPD_Item,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
A0008925,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3681651,530854,2025-01-01T00:55:12.063000,,2025-01-01T00:55:12.063000,2025-01-01T00:56:45.697000,NAT,Necessary Action Taken,Y,8C01,006XX Blk Iberville St,70130,8,POINT (-90.06761361 29.95366124)
A0009025,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3679629,523183,2025-01-01T00:55:21.307000,,2025-01-01T00:55:21.307000,2025-01-01T01:01:38.430000,NAT,Necessary Action Taken,Y,6.00E+01,018XX Blk Sophie Wright Pl,70130,6,POINT (-90.07426717 29.93263097)
A0009125,52F,FIRE,1D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3708398,564820,2025-01-01T00:56:55.657000,2025-01-01T01:01:31.337000,2025-01-01T01:01:42.410000,2025-01-01T04:52:52.727000,NAT,Necessary Action Taken,N,7I13,Read Blvd & Curran Blvd,70127,7,POINT (-89.98189527 30.04621408)
A0009225,18S,DISABLED/STRANDED MOTORIST,2F,18S,DISABLED/STRANDED MOTORIST,2F,3680724,535739,2025-01-01T00:57:41.590000,,2025-01-01T00:57:41.590000,2025-01-01T01:28:07.297000,NAT,Necessary Action Taken,Y,1F02,Ursulines Av & N Claiborne Av,70116,1,POINT (-90.07037163 29.96712164)
A0009325,17T,TRAFFIC ATTACHMENT,1H,17T,TRAFFIC ATTACHMENT,1H,3684638,533924,2025-01-01T00:57:55.940000,,2025-01-01T00:57:55.940000,2025-01-01T02:56:16.440000,NAT,Necessary Action Taken,Y,8.00E+05,Esplanade Av & Decatur St,70116,8,POINT (-90.05807603 29.96201054)
A0009425,94,DISCHARGING FIREARM,2C,94,DISCHARGING FIREARM,2C,3706880,553120,2025-01-01T00:59:29.103000,2025-01-01T01:03:43.543000,,2025-01-01T01:03:54.483000,NAT,Necessary Action Taken,N,7F01,085XX Chef Menteur Hwy,70127,7,POINT (-89.98712722 30.01409479)
A0009525,94,DISCHARGING FIREARM,2C,94,DISCHARGING FIREARM,2C,3704468,563096,2025-01-01T00:59:52.140000,2025-01-01T01:03:54.483000,,2025-01-01T01:03:56.333000,NAT,Necessary Action Taken,N,7P01,087XX Gervais St,70127,7,POINT (-89.99437867 30.0416023)
A0009625,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3685007,533630,2025-01-01T01:00:04.153000,,2025-01-01T01:00:04.153000,2025-01-01T02:54:50.757000,NAT,Necessary Action Taken,Y,8.00E+03,Esplanade Av & N Peters St,70116,8,POINT (-90.05692227 29.96119076)
A0009825,103D,DOMESTIC DISTURBANCE,2C,62R,RESIDENCE BURGLARY,1E,3675530,524959,2025-01-01T01:02:14.407000,2025-01-01T01:05:18.740000,2025-01-01T01:09:08.093000,2025-01-01T01:33:27.943000,RTF,REPORT TO FOLLOW,N,6F02,022XX 2nd St,70113,6,POINT (-90.08714576 29.93763712)
A0009725,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3681489,531660,2025-01-01T01:02:14.470000,,2025-01-01T01:02:14.470000,2025-01-01T01:02:50.907000,NAT,Necessary Action Taken,Y,8D04,003XX Blk Bourbon St,70112,8,POINT (-90.0680996 29.95588122)
A0009925,21P,LOST PROPERTY,1,21P,LOST PROPERTY,0G,3681270,531371,2025-01-01T01:03:54.437000,,2025-01-01T01:03:54.437000,2025-01-01T05:25:14.023000,RTF,REPORT TO FOLLOW,Y,8D04,002XX Blk Bourbon St,70112,8,POINT (-90.06880033 29.95509567)
A0010025,64A,HOLD UP ALARM,1,64A,HOLD UP ALARM,2D,3664305,521126,2025-01-01T01:05:52.617000,2025-01-01T01:07:36.217000,2025-01-01T01:11:14.977000,2025-01-01T01:16:39.223000,NAT,Necessary Action Taken,N,2.00E+02,012XX Henry Clay Av,70118,2,POINT (-90.1227118 29.9274264)
A0010125,103,DISTURBANCE (OTHER),1C,103F,FIGHT,2C,3683546,540797,2025-01-01T01:06:49.220000,2025-01-01T02:48:06.693000,2025-01-01T02:48:10.417000,2025-01-01T03:06:08.813000,RTF,REPORT TO FOLLOW,N,5K01,030XX Pauger St,70119,5,POINT (-90.06128307 29.98094277)
A0010225,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3680023,532096,2025-01-01T01:08:13.240000,,,2025-01-01T02:16:27.097000,VOI,VOID,N,1.00E+01,Basin St & Iberville St,70112,1,POINT (-90.0727138 29.95712614)
A0010325,94,DISCHARGING FIREARM,1,94,DISCHARGING FIREARM,2C,3691033,544359,2025-01-01T01:09:39.333000,2025-01-01T02:05:49.167000,2025-01-01T02:23:47.760000,2025-01-01T02:56:51.300000,GOA,GONE ON ARRIVAL,N,5Q01,032XX Clouet St,70126,5,POINT (-90.03750814 29.99050623)
A0010425,107,SUSPICIOUS PERSON,1,94,DISCHARGING FIREARM,2C,3681328,530923,2025-01-01T01:09:58.463000,,,2025-01-01T02:38:53.037000,GOA,GONE ON ARRIVAL,N,8D01,001XX Royal St,70130,8,POINT (-90.06863252 29.95386045)
A0010525,21P,LOST PROPERTY,0G,21P,LOST PROPERTY,0G,3682181,529858,2025-01-01T01:11:09.220000,,2025-01-01T01:11:09.220000,2025-01-01T01:11:39.367000,RTF,REPORT TO FOLLOW,Y,8G02,Canal St & S Peters St,70130,8,POINT (-90.06597731 29.95090738)
A0010625,21,COMPLAINT OTHER,1J,35,SIMPLE BATTERY,1F,3682565,528876,2025-01-01T01:11:41.983000,,2025-01-01T01:24:18.947000,2025-01-01T01:34:42.570000,NAT,Necessary Action Taken,N,8A02,Convention Center Blvd & Poydras St,70130,8,POINT (-90.06479754 29.94819467)
A0010725,21J,MISSING JUVENILE,1,21M,MISSING ADULT,1C,37369000,3513814,2025-01-01T01:12:05.733000,2025-01-01T12:38:59.203000,,2025-01-01T12:39:04.363000,GOA,GONE ON ARRIVAL,N,3R04,054XX Eads St,70122,3,POINT (0 0)
A0010825,107,SUSPICIOUS PERSON,1,107,SUSPICIOUS PERSON,2D,3685498,545016,2025-01-01T01:12:16.833000,2025-01-01T01:15:11.083000,2025-01-01T01:36:04.103000,2025-01-01T01:48:41.500000,GOA,GONE ON ARRIVAL,N,3Y02,033XX Spain St,70122,3,POINT (-90.05496909 29.9924837)
A0010925,62C,SIMPLE BURGLARY VEHICLE,2C,62C,SIMPLE BURGLARY VEHICLE,2C,3680693,524278,2025-01-01T01:15:24.477000,2025-01-01T01:17:07.703000,2025-01-01T01:25:00.427000,2025-01-01T02:36:56.690000,RTF,REPORT TO FOLLOW,N,6C01,014XX Blk Constance St,70130,6,POINT (-90.07086984 29.93560973)
A0011025,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3684614,535489,2025-01-01T01:17:37.330000,,2025-01-01T01:17:37.330000,2025-01-01T02:57:39.807000,NAT,Necessary Action Taken,Y,8F03,020XX Burgundy St,70116,8,POINT (-90.05809725 29.96631675)
A0011125,67,THEFT,1G,67S,SHOPLIFTING,1E,3679496,531810,2025-01-01T01:18:16.637000,,2025-01-01T01:40:45.570000,2025-01-01T03:34:55.917000,RTF,REPORT TO FOLLOW,N,8J04,013XX Canal St,70112,8,POINT (-90.07438551 29.95635491)
A0011225,107,SUSPICIOUS PERSON,2C,103,DISTURBANCE (OTHER),2D,3705915,513222,2025-01-01T01:18:39.740000,2025-01-01T01:30:35.213000,2025-01-01T01:37:32.983000,2025-01-01T01:54:42.890000,GOA,GONE ON ARRIVAL,N,4D05,050XX Woodland Dr,70131,4,POINT (-89.9916514 29.90441905)
A0011325,94F,FIREWORKS,1A,103,DISTURBANCE (OTHER),1C,3685702,543772,2025-01-01T01:19:30.547000,2025-01-01T05:36:21.713000,2025-01-01T05:36:29.547000,2025-01-01T06:42:55.527000,NAT,Necessary Action Taken,N,3Y01,002XX Blk Abundance St,70122,3,POINT (-90.05436721 29.98905762)
A0011425,21N,NOISE COMPLAINT,1G,103,DISTURBANCE (OTHER),2D,3705583,562599,2025-01-01T01:19:38.230000,,,2025-01-01T01:24:06.667000,NAT,Necessary Action Taken,N,7P01,075XX Burke Rd,70127,7,POINT (-89.99087376 30.04019868)
A0011525,107,SUSPICIOUS PERSON,1D,107,SUSPICIOUS PERSON,1D,3716420,562046,2025-01-01T01:20:10.763000,,,2025-01-01T01:25:05.673000,NAT,Necessary Action Taken,N,7I09,057XX Louis Prima Dr E,70128,7,POINT (-89.95664801 30.03832421)
A0011625,21N,NOISE COMPLAINT,1,103,DISTURBANCE (OTHER),2D,3699559,530950,2025-01-01T01:20:55.777000,2025-01-01T03:06:14.680000,2025-01-01T03:14:52.250000,2025-01-01T04:20:42.947000,GOA,GONE ON ARRIVAL,N,5.00E+04,005XX Delery St,70117,5,POINT (-90.01106568 29.95336901)
A0011725,24,MEDICAL,2D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,37369000,3513814,2025-01-01T01:24:53.057000,2025-01-01T01:26:16.290000,2025-01-01T01:31:04.600000,2025-01-01T01:46:16.440000,DUP,DUPLICATE,N,6D02,6th St & Prytania St,70115,6,POINT (0 0)
A0011825,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3664115,526950,2025-01-01T01:25:52.510000,,2025-01-01T01:25:52.510000,2025-01-01T03:04:01.913000,NAT,Necessary Action Taken,Y,2L02,Pine St & Plum St,70118,2,POINT (-90.12311756 29.94344654)
A0011925,100I,HIT & RUN WITH INJURIES,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3675784,521811,2025-01-01T01:26:16.170000,2025-01-01T01:36:22.797000,2025-01-01T01:41:02.740000,2025-01-01T02:31:29.147000,RTF,REPORT TO FOLLOW,N,6D02,6th St & Prytania St,70115,6,POINT (-90.08645237 29.92897223)
A0012025,MISC,MISCELLANEOUS COMPLAINT,1,67S,SHOPLIFTING,1E,3682627,529443,2025-01-01T01:26:27.430000,,2025-01-01T02:05:09.097000,2025-01-01T02:12:33.670000,NAT,Necessary Action Taken,N,8A03,X Canal St,70130,8,POINT (-90.06458137 29.94975289)
A0012125,103,DISTURBANCE (OTHER),1,103,DISTURBANCE (OTHER),1C,3678793,529355,2025-01-01T01:29:35.853000,,,2025-01-01T01:59:59.410000,VOI,VOID,N,8J01,006XX Loyola Av,70113,8,POINT (-90.07669075 29.94962691)
A0012325,21J,MISSING JUVENILE,1,21J,MISSING JUVENILE,2F,37369000,3513814,2025-01-01T01:32:38.373000,2025-01-01T07:25:34.043000,2025-01-01T07:35:04.577000,2025-01-01T09:27:40.777000,RTF,REPORT TO FOLLOW,N,5Q02,030XX Oliver White Av,70126,5,POINT (0 0)
A0012225,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3669425,523932,2025-01-01T01:32:39.160000,,2025-01-01T01:32:39.160000,2025-01-01T02:52:26.240000,NAT,Necessary Action Taken,Y,2N03,Freret St & Valence St,70115,2,POINT (-90.10645324 29.93499292)
A0012425,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3669528,544044,2025-01-01T01:33:20.073000,,2025-01-01T01:33:20.073000,2025-01-01T02:13:22.370000,NAT,Necessary Action Taken,Y,3I01,Marshal Foch St & Hidalgo St,70124,3,POINT (-90.10544926 29.99029161)
A0012525,62A,"BURGLAR ALARM, SILENT",1,62A,"BURGLAR ALARM, SILENT",2C,3680746,527570,2025-01-01T01:36:50.077000,2025-01-01T02:51:50.453000,,2025-01-01T02:52:04.460000,NAT,Necessary Action Taken,N,8G03,008XX Camp St,70130,8,POINT (-90.07058681 29.94465849)
A0012625,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3687421,545848,2025-01-01T01:37:07.427000,2025-01-01T01:40:20.380000,2025-01-01T01:58:49.350000,2025-01-01T02:14:15.970000,NAT,Necessary Action Taken,N,3Y03,026XX Elder St,70122,3,POINT (-90.04886586 29.9947135)
A0012725,20,AUTO ACCIDENT,1,20,AUTO ACCIDENT,1C,3680503,534066,2025-01-01T01:40:14.360000,2025-01-01T03:19:45.587000,2025-01-01T05:21:55.310000,2025-01-01T05:22:54.837000,GOA,GONE ON ARRIVAL,N,1.00E+03,Basin St & St Peter St,70116,1,POINT (-90.0711289 29.96252662)
A0012825,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3682868,534070,2025-01-01T01:40:18.973000,,2025-01-01T01:40:18.973000,2025-01-01T02:53:09.017000,NAT,Necessary Action Taken,Y,8.00E+02,Ursulines Av & Dauphine St,70116,8,POINT (-90.0636597 29.96246735)
A0012925,21N,NOISE COMPLAINT,1F,21N,NOISE COMPLAINT,1F,3670233,519175,2025-01-01T01:42:24.987000,2025-01-01T02:09:13.323000,2025-01-01T02:09:40.937000,2025-01-01T02:14:03.007000,GOA,GONE ON ARRIVAL,N,2F04,010XX Cadiz St,70115,2,POINT (-90.10406542 29.92189061)
A0013025,21N,NOISE COMPLAINT,1G,103,DISTURBANCE (OTHER),2D,3669281,517501,2025-01-01T01:42:31.923000,2025-01-01T01:59:39.767000,2025-01-01T01:59:46.523000,2025-01-01T02:05:03.590000,GOA,GONE ON ARRIVAL,N,2B05,005XX Lyons St,70115,2,POINT (-90.10712574 29.91731402)
A0013125,107,SUSPICIOUS PERSON,2D,107,SUSPICIOUS PERSON,2D,3664090,542922,2025-01-01T01:46:15.510000,2025-01-01T01:57:59.090000,2025-01-01T02:16:43.540000,2025-01-01T02:28:13.003000,GOA,GONE ON ARRIVAL,N,3B01,004XX Bellaire Dr,70124,3,POINT (-90.12266168 29.9873656)
A0013225,30S,HOMICIDE BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3682537,528426,2025-01-01T01:47:35.383000,2025-01-01T01:57:31.627000,2025-01-01T01:59:37.963000,2025-01-01T06:35:59.610000,RTF,REPORT TO FOLLOW,N,8A02,006XX Convention Center Blvd,70130,8,POINT (-90.06490262 29.94695907)
A0013325,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3682250,527565,2025-01-01T01:48:14.367000,,,2025-01-01T01:57:38.463000,DUP,DUPLICATE,N,8A01,S Peters St & Julia St,70130,8,POINT (-90.06583943 29.94459987)
A0013425,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3682515,528796,2025-01-01T01:48:44.937000,2025-01-01T01:51:10.057000,2025-01-01T02:01:14.430000,2025-01-01T02:07:10.223000,DUP,DUPLICATE,N,8A02,005XX Convention Center Blvd,70130,8,POINT (-90.06495856 29.94797731)
A0013525,94,DISCHARGING FIREARM,2C,94,DISCHARGING FIREARM,2C,3700066,559466,2025-01-01T01:48:46.023000,2025-01-01T01:49:28.830000,,2025-01-01T01:49:41.277000,NAT,Necessary Action Taken,N,7O02,073XX Crestmont Rd,70126,7,POINT (-90.00842451 30.0317622)
A0013625,94,DISCHARGING FIREARM,2C,94,DISCHARGING FIREARM,2C,3696593,557569,2025-01-01T01:49:12.423000,2025-01-01T01:49:41.277000,,2025-01-01T01:49:43.983000,NAT,Necessary Action Taken,N,7D01,Dorothea St & Virgilian St,70126,7,POINT (-90.01946661 30.02665615)
A0013725,100,HIT & RUN,1,20,AUTO ACCIDENT,1C,3683286,532829,2025-01-01T01:49:24.373000,2025-01-01T06:28:14.477000,2025-01-01T06:35:48.067000,2025-01-01T07:03:31.217000,RTF,REPORT TO FOLLOW,N,8.00E+04,Dumaine St & Chartres St,70116,8,POINT (-90.0623848 29.95904154)
A0013825,94F,FIREWORKS,1A,103,DISTURBANCE (OTHER),1C,3681498,554608,2025-01-01T01:51:36.563000,2025-01-01T03:14:04.607000,2025-01-01T03:33:34.473000,2025-01-01T03:57:33.257000,GOA,GONE ON ARRIVAL,N,3R01,Wildair Dr & Burbank Dr,70122,3,POINT (-90.06727086 30.01898128)
A0013925,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3681599,531804,2025-01-01T01:52:28.347000,,2025-01-01T02:32:46.880000,2025-01-01T05:50:57.707000,NAT,Necessary Action Taken,N,8D04,Bourbon St & Conti St,70112,8,POINT (-90.06774648 29.95627481)
A0014025,24,MEDICAL,2D,24,MEDICAL,2D,37369000,3513814,2025-01-01T01:52:46.120000,,,2025-01-01T05:51:11.863000,NAT,Necessary Action Taken,N,8D04,008XX Blk Conti St,70112,8,POINT (0 0)
A0014125,24,MEDICAL,2D,24,MEDICAL,2D,37369000,3513814,2025-01-01T01:53:06.857000,,,2025-01-01T02:04:38.117000,RTF,REPORT TO FOLLOW,N,8D04,008XX Conti St,70112,8,POINT (0 0)
A0014225,56D,CRIMINAL DAMAGE DOMESTIC,2C,56,SIMPLE CRIMINAL DAMAGE,0,3686410,527185,2025-01-01T01:54:19.927000,,2025-01-01T10:54:05.823000,2025-01-01T18:06:18.043000,RTF,REPORT TO FOLLOW,N,4A01,003XX De Armas St,70114,4,POINT (-90.05271639 29.94342792)
A0014325,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3681731,527692,2025-01-01T01:58:46.477000,2025-01-01T03:06:46.863000,,2025-01-01T15:56:14.437000,RTF,REPORT TO FOLLOW,N,8G01,Julia St & Tchoupitoulas St,70130,8,POINT (-90.06747395 29.94496522)
A0014425,103,DISTURBANCE (OTHER),1C,35D,SIMPLE BATTERY DOMESTIC,2C,3701223,561235,2025-01-01T01:59:28.677000,2025-01-01T03:00:04.370000,2025-01-01T03:08:11.440000,2025-01-01T03:26:15.133000,UNF,UNFOUNDED,N,7O07,077XX Curran Blvd,70126,7,POINT (-90.00470455 30.03658902)
A0014525,94,DISCHARGING FIREARM,2C,94,DISCHARGING FIREARM,2C,3704468,563096,2025-01-01T01:59:53.347000,2025-01-01T02:00:10.377000,,2025-01-01T02:00:15.917000,NAT,Necessary Action Taken,N,7P01,087XX Gervais St,70127,7,POINT (-89.99437867 30.0416023)
A0014625,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3687080,536539,2025-01-01T02:00:09.427000,,2025-01-01T02:00:09.427000,2025-01-01T02:49:08.387000,NAT,Necessary Action Taken,Y,5B02,St Claude Av & Franklin Av,70117,5,POINT (-90.05027267 29.96912657)
A0014725,20,AUTO ACCIDENT,1C,20,AUTO ACCIDENT,1C,3673076,524210,2025-01-01T02:00:24.217000,2025-01-01T02:01:53.730000,2025-01-01T02:07:55.350000,2025-01-01T03:40:49.193000,RTF,REPORT TO FOLLOW,N,6F04,La Salle St & Louisiana Av,70115,6,POINT (-90.09491768 29.93565121)
A0014825,95G,ILLEGAL CARRYING OF WEAPON- GUN,2D,95G,ILLEGAL CARRYING OF WEAPON- GUN,2D,3681489,531660,2025-01-01T02:00:35.763000,2025-01-01T03:19:57.260000,2025-01-01T02:00:35.763000,2025-01-01T06:24:26.923000,RTF,REPORT TO FOLLOW,Y,8D04,003XX Blk Bourbon St,70112,8,POINT (-90.0680996 29.95588122)
A0014925,21,COMPLAINT OTHER,2,21,COMPLAINT OTHER,1F,3688661,554170,2025-01-01T02:02:38.507000,2025-01-01T02:14:33.887000,2025-01-01T02:20:01.893000,2025-01-01T03:16:37.603000,NAT,Necessary Action Taken,N,3V01,040XX Prentiss Av,70126,3,POINT (-90.04465124 30.01755737)
A0015025,107,SUSPICIOUS PERSON,1A,107,SUSPICIOUS PERSON,2D,3682293,528864,2025-01-01T02:03:19.380000,,,2025-01-01T05:13:37.707000,GOA,GONE ON ARRIVAL,N,8A02,002XX Poydras,70130,8,POINT (-90.06565822 29.94817035)
A0015125,94F,FIREWORKS,2J,103,DISTURBANCE (OTHER),1C,3665733,534181,2025-01-01T02:05:20.570000,,,2025-01-01T02:08:23.040000,NAT,Necessary Action Taken,N,2T02,084XX Colapissa St,70118,2,POINT (-90.11776591 29.96328339)
A0015225,62C,SIMPLE BURGLARY VEHICLE,0,62C,SIMPLE BURGLARY VEHICLE,1C,3681924,526999,2025-01-01T02:06:06.943000,2025-01-01T03:35:35.027000,2025-01-01T04:48:27.990000,2025-01-01T06:20:05.590000,RTF,REPORT TO FOLLOW,N,8G01,003XX St Joseph St,70130,8,POINT (-90.06688788 29.94305168)
A0015325,67,THEFT,0,67,THEFT,1G,3677554,535108,2025-01-01T02:07:26.763000,,2025-01-01T02:33:03.180000,2025-01-01T03:28:20.460000,RTF,REPORT TO FOLLOW,N,1I03,004XX N Miro St,70119,1,POINT (-90.08040385 29.96548237)
A0015425,20,AUTO ACCIDENT,1,20,AUTO ACCIDENT,1C,3681164,533243,2025-01-01T02:08:23.427000,2025-01-01T03:19:19.753000,2025-01-01T05:12:31.053000,2025-01-01T05:17:34.170000,GOA,GONE ON ARRIVAL,N,1.00E+03,006XX N Rampart St,70112,1,POINT (-90.069071 29.96024362)
A0015525,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3681145,530528,2025-01-01T02:10:40.420000,,,2025-01-01T17:32:00.887000,GOA,GONE ON ARRIVAL,N,8G04,001XX St Charles Av,70130,8,POINT (-90.06922535 29.95277904)
A0015625,100,HIT & RUN,1G,20,AUTO ACCIDENT,1E,3678757,544430,2025-01-01T02:11:38.090000,2025-01-01T03:11:18.720000,2025-01-01T03:16:28.377000,2025-01-01T04:54:45.227000,RTF,REPORT TO FOLLOW,N,3L01,St Bernard Av & Florida Av,70119,3,POINT (-90.07628353 29.99107918)
A0015725,21,COMPLAINT OTHER,1J,35,SIMPLE BATTERY,1F,3684483,533720,2025-01-01T02:12:15.997000,2025-01-01T03:02:42.107000,,2025-01-01T17:31:44.283000,NAT,Necessary Action Taken,N,8.00E+03,Barracks St & Decatur St,70116,8,POINT (-90.05857221 29.9614548)
A0015825,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3683280,532129,2025-01-01T02:13:42.420000,,2025-01-01T02:13:42.420000,2025-01-01T03:21:42.427000,RTF,REPORT TO FOLLOW,Y,8B02,007XX Blk Decatur St,70116,8,POINT (-90.06242773 29.9571172)
A0015925,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3665395,552681,2025-01-01T02:17:31.787000,,2025-01-01T02:17:31.787000,2025-01-01T03:08:56.353000,NAT,Necessary Action Taken,Y,3C01,Fleur De Lis Dr & 38th St,70124,3,POINT (-90.11821285 30.01416259)
A0016025,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3668595,549241,2025-01-01T02:18:48.250000,,2025-01-01T02:18:48.250000,2025-01-01T02:19:20.710000,NAT,Necessary Action Taken,Y,3.00E+02,Harrison Av & Canal Blvd,70124,3,POINT (-90.10822086 30.00460902)
A0016125,24,MEDICAL,2D,24,MEDICAL,2D,37369000,3513814,2025-01-01T02:19:29.353000,,2025-01-01T02:19:29.353000,2025-01-01T05:13:00.870000,NAT,Necessary Action Taken,Y,8G01,003XX Andrew Higgins Blvd,70130,8,POINT (0 0)
A0016225,107,SUSPICIOUS PERSON,1,107,SUSPICIOUS PERSON,2D,3673545,545484,2025-01-01T02:20:46.987000,2025-01-01T02:28:06.263000,2025-01-01T02:40:16.220000,2025-01-01T04:12:23,GOA,GONE ON ARRIVAL,N,3I05,Zachary Taylor Dr & Henry Thomas Dr,70124,3,POINT (-90.09271039 29.9941313)
A0016325,22A,AREA CHECK,1K,22A,AREA CHECK,1K,0,0,2025-01-01T02:20:49.607000,,2025-01-01T02:20:49.607000,2025-01-01T03:13:39.573000,NAT,Necessary Action Taken,Y,None,Leonidas St & Hickory St,None,0,POINT (0 0)
A0016425,103,DISTURBANCE (OTHER),1,103,DISTURBANCE (OTHER),1C,3687726,528068,2025-01-01T02:23:30.403000,,,2025-01-01T02:42:08.890000,VOI,VOID,N,4G01,009XX Belleville St,70114,4,POINT (-90.04853201 29.94581382)
A0016525,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3680694,532498,2025-01-01T02:24:48.317000,,2025-01-01T02:25:45.660000,2025-01-01T02:32:16.450000,NAT,Necessary Action Taken,N,1.00E+04,N Rampart St & Conti St,70112,1,POINT (-90.07057974 29.95821193)
A0016625,107,SUSPICIOUS PERSON,2D,107,SUSPICIOUS PERSON,2D,3682606,528817,2025-01-01T02:25:28.457000,,2025-01-01T02:40:07.350000,2025-01-01T06:21:25.270000,NAT,Necessary Action Taken,N,8A02,005XX Convention Center Blvd,70130,8,POINT (-90.0646715 29.94803059)
A0016725,103,DISTURBANCE (OTHER),1,966,DRUG VIOLATIONS,2F,3679814,532924,2025-01-01T02:27:35.660000,2025-01-01T03:19:39.583000,,2025-01-01T08:49:44.143000,GOA,GONE ON ARRIVAL,N,1.00E+01,003XX Marais St,70112,1,POINT (-90.07334496 29.95940888)
A0016825,94,DISCHARGING FIREARM,1,94,DISCHARGING FIREARM,2C,3684227,536775,2025-01-01T02:27:54.317000,,,2025-01-01T03:17:31.867000,GOA,GONE ON ARRIVAL,N,5A05,012XX Touro St,70116,5,POINT (-90.05927397 29.9698638)
A0016925,107,SUSPICIOUS PERSON,2D,107,SUSPICIOUS PERSON,2D,3689855,528473,2025-01-01T02:28:21.893000,2025-01-01T02:29:05.563000,2025-01-01T02:40:32.530000,2025-01-01T04:09:37.083000,NAT,Necessary Action Taken,N,4G04,008XX Le Boeuf St,70114,4,POINT (-90.04179597 29.94686261)
A0017025,TS,TRAFFIC STOP,1,TS,TRAFFIC STOP,1,3682150,537684,2025-01-01T02:29:11.750000,,2025-01-01T02:29:11.750000,2025-01-01T03:13:41.060000,NAT,Necessary Action Taken,Y,1A01,I-10 E & N Claiborne Ave Exit,70116,1,POINT (-90.06579956 29.97242485)
A0017125,95G,ILLEGAL CARRYING OF WEAPON- GUN,2D,107,SUSPICIOUS PERSON,2C,3681650,531815,2025-01-01T02:29:37.130000,,2025-01-01T02:29:37.130000,2025-01-01T05:24:51.577000,RTF,REPORT TO FOLLOW,Y,8D05,004XX Bourbon St,70130,8,POINT (-90.0675862 29.95630259)
A0017225,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2D,3682052,523433,2025-01-01T02:30:02.130000,2025-01-01T02:31:21.403000,2025-01-01T02:38:03.610000,2025-01-01T02:44:56.050000,CBC,Canceled By Complainant,N,6B04,006XX Race St,70130,6,POINT (-90.06660693 29.93324437)
A0017325,TS,TRAFFIC STOP,1,TS,TRAFFIC STOP,1,3682070,529758,2025-01-01T02:31:58.990000,,2025-01-01T02:31:58.990000,2025-01-01T02:59:34.200000,NAT,Necessary Action Taken,Y,8G02,Tchoupitoulas St & Common St,70130,8,POINT (-90.06632902 29.95063433)
A0017425,TS,TRAFFIC STOP,1,TS,TRAFFIC STOP,1,3682070,529758,2025-01-01T02:32:12.810000,,2025-01-01T02:32:12.810000,2025-01-01T02:39:17.097000,NAT,Necessary Action Taken,Y,8G02,Tchoupitoulas St & Common St,70130,8,POINT (-90.06632902 29.95063433)
A0017525,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3681888,532480,2025-01-01T02:32:44.627000,,2025-01-01T02:32:44.627000,2025-01-01T03:11:20.810000,NAT,Necessary Action Taken,Y,8D05,008XX Blk Toulouse St,70112,8,POINT (-90.06681104 29.95812396)
A0017625,20I,AUTO ACCIDENT WITH INJURY,1,20I,AUTO ACCIDENT WITH INJURY,2D,3715377,571240,2025-01-01T02:36:20.593000,2025-01-01T03:17:22.520000,2025-01-01T03:34:55.427000,2025-01-01T06:52:47.250000,RTF,REPORT TO FOLLOW,N,7K06,Gannon R & Hayne Blvd,70128,7,POINT (-89.95959364 30.06363969)
